4.374253672365602E-14 1.5468437744837614E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
1.3766498471820043E-15 2.7532615961097993E-14 
4.374253672365602E-14 1.5468437744837614E-15 
1.0375463445129879E-14 7.611557926470132E-15 
2.7390661785419362E-14 2.8490085617902697E-15 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
4.374253672365602E-14 1.5468437744837614E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
4.374253672365602E-14 1.5468437744837614E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
4.374253672365602E-14 1.5468437744837614E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
4.374253672365602E-14 1.5468437744837614E-15 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
4.374253672365602E-14 1.5468437744837614E-15 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
4.374253672365602E-14 1.5468437744837614E-15 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
4.374253672365602E-14 1.5468437744837614E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
4.374253672365602E-14 1.5468437744837614E-15 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
4.374253672365602E-14 1.5468437744837614E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
4.374253672365602E-14 1.5468437744837614E-15 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
4.374253672365602E-14 1.5468437744837614E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
4.374253672365602E-14 1.5468437744837614E-15 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
4.374253672365602E-14 1.5468437744837614E-15 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
4.374253672365602E-14 1.5468437744837614E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
4.374253672365602E-14 1.5468437744837614E-15 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
4.374253672365602E-14 1.5468437744837614E-15 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
4.374253672365602E-14 1.5468437744837614E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
4.374253672365602E-14 1.5468437744837614E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
4.374253672365602E-14 1.5468437744837614E-15 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
4.374253672365602E-14 1.5468437744837614E-15 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
4.374253672365602E-14 1.5468437744837614E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
4.374253672365602E-14 1.5468437744837614E-15 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
1.3766498471820043E-15 2.7532615961097993E-14 
4.374253672365602E-14 1.5468437744837614E-15 
2.7390661785419362E-14 2.8490085617902697E-15 
1.0375463445129879E-14 7.611557926470132E-15 
