9.382767529915212E-15 4.637469174839623E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.7807058673598446E-14 6.031851390693425E-16 
1.3263988043344915E-14 2.004429254919818E-15 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
9.382767529915212E-15 4.637469174839623E-15 
1.7807058673598446E-14 6.031851390693425E-16 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
9.382767529915212E-15 4.637469174839623E-15 
1.7807058673598446E-14 6.031851390693425E-16 
1.3263988043344915E-14 2.004429254919818E-15 
9.382767529915212E-15 4.637469174839623E-15 
1.7807058673598446E-14 6.031851390693425E-16 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
9.382767529915212E-15 4.637469174839623E-15 
1.7807058673598446E-14 6.031851390693425E-16 
1.3263988043344915E-14 2.004429254919818E-15 
9.382767529915212E-15 4.637469174839623E-15 
1.7807058673598446E-14 6.031851390693425E-16 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
9.382767529915212E-15 4.637469174839623E-15 
1.7807058673598446E-14 6.031851390693425E-16 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
9.382767529915212E-15 4.637469174839623E-15 
1.7807058673598446E-14 6.031851390693425E-16 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
9.382767529915212E-15 4.637469174839623E-15 
1.7807058673598446E-14 6.031851390693425E-16 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
9.382767529915212E-15 4.637469174839623E-15 
1.7807058673598446E-14 6.031851390693425E-16 
1.3263988043344915E-14 2.004429254919818E-15 
9.382767529915212E-15 4.637469174839623E-15 
1.7807058673598446E-14 6.031851390693425E-16 
1.3263988043344915E-14 2.004429254919818E-15 
9.382767529915212E-15 4.637469174839623E-15 
1.7807058673598446E-14 6.031851390693425E-16 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
9.382767529915212E-15 4.637469174839623E-15 
1.7807058673598446E-14 6.031851390693425E-16 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
9.382767529915212E-15 4.637469174839623E-15 
1.3263988043344915E-14 2.004429254919818E-15 
9.382767529915212E-15 4.637469174839623E-15 
1.7807058673598446E-14 6.031851390693425E-16 
1.3263988043344915E-14 2.004429254919818E-15 
1.7807058673598446E-14 6.031851390693425E-16 
