1.0425297255461348E-15 -4.637469174839623E-16 -1.406062984295342 3.8965721896660295 2.068071622741005 -0.8014514347531623 4.096281408178462 -3.267297623722359 4.176022187867288 3.239670224431429 
1.9785620748442717E-15 -6.031851390693425E-17 -4.425553753921793 4.196559854783469 4.900580426917129 -2.9259217116894587 3.936876390681069 -2.2535428368160026 4.9970897473645115 3.233210609324999 
1.0425297255461348E-15 -4.637469174839623E-16 -0.3172585101242919 2.080527308151404 2.6150142496795477 -0.6288654780513344 3.93607579414905 -3.201869419675469 4.624385110681483 3.217505752734895 
1.9785620748442717E-15 -6.031851390693425E-17 -1.4853341112391156 1.7481432832074522 2.2711485747910185 0.0048468125572898035 2.166134266294673 -3.259200774806244 4.216466102410802 2.951863931048079 
-1.4737764492605461E-15 -2.004429254919818E-16 -1.0504941028017283 3.887884194131826 2.1294301543419634 -1.1282260286143737 3.6660371109715317 -2.793664533512544 1.3066417632823701 4.475988476198375 
-1.4737764492605461E-15 -2.004429254919818E-16 -1.7927787601759595 3.2075630078413258 4.722024659255014 -2.75122636275127 3.8071421900518985 -0.263835671034899 2.754600777676973 3.988970370599079 
1.9785620748442717E-15 -6.031851390693425E-17 -4.536640079664838 2.0290268905610827 4.023238404957354 -0.09252782503439705 4.427984011173637 -3.961603324317932 4.220718153295314 3.2598897277434435 
1.0425297255461348E-15 -4.637469174839623E-16 -2.149623780172867 4.741850815251519 3.4304896804541998 -1.1359065749632036 4.096414734461849 -3.364230576797138 4.908624145963165 2.2902998833117403 
-1.4737764492605461E-15 -2.004429254919818E-16 -1.0504941028017283 3.891333368642865 2.2172886162721115 -0.7219000834662394 3.6660371109715317 -3.315511146516294 4.974252902809743 4.475988476198375 
1.9785620748442717E-15 -6.031851390693425E-17 -4.594209770778885 2.664462141713984 4.023238404957354 4.140935930565094 -0.09009928951001467 -3.961603324317932 4.826767304647945 2.861609267790369 
1.0425297255461348E-15 -4.637469174839623E-16 -1.2211856025834835 4.199424392144843 2.9603599607393907 3.6000242297040237 3.919581261126609 -2.869739031961692 4.056456493844102 3.116312504826439 
